"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"1360","Balwyn",2,755000,"PI","Noel",2016-11-19,9.7,"3103",1,1,92,1980,-37.8092,145.0789,"Southern Metropolitan",5682,72,"12,945","Boroondara",11,2016
"1361","Bentleigh",2,820000,"S","hockingstuart",2016-11-19,13,"3204",1,3,109,1960,-37.929,145.0375,"Southern Metropolitan",6795,75,"14,926","Glen Eira",11,2016
"1362","Box Hill",2,636000,"S","Philip",2016-11-19,13.1,"3128",1,1,82,1970,-37.8234,145.1235,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",11,2016
"1363","Brighton",3,1005000,"SP","hockingstuart",2016-11-19,11.2,"3186",1,1,114.5,1970,-37.909,145.0005,"Southern Metropolitan",10579,75,"21,267","Bayside",11,2016
"1364","Brunswick",2,491000,"S","Jellis",2016-11-19,5.2,"3056",1,1,66,1960,-37.7598,144.9655,"Northern Metropolitan",11918,84,"22,739","Moreland",11,2016
"1365","Bulleen",3,812500,"S","Barry",2016-11-19,11.8,"3105",1,1,114.5,1999,-37.7798,145.1023,"Eastern Metropolitan",4480,59,"10,848","Manningham",11,2016
"1366","Carnegie",2,380000,"SP","Woodards",2016-11-19,11.4,"3163",1,1,76,1970,-37.8957,145.0599,"Southern Metropolitan",7822,75,"16,333","Glen Eira",11,2016
"1367","Carnegie",2,765000,"S","Woodards",2016-11-19,11.4,"3163",1,1,76,1965,-37.8987,145.0557,"Southern Metropolitan",7822,75,"16,333","Glen Eira",11,2016
"1368","Carnegie",1,350000,"S","hockingstuart",2016-11-19,11.4,"3163",1,1,53,1980,-37.8894,145.0508,"Southern Metropolitan",7822,75,"16,333","Glen Eira",11,2016
"1369","Other",2,638000,"SP","Gary",2016-11-19,8.9,"3162",2,1,76,1960,-37.8862,145.0175,"Southern Metropolitan",2379,73,"5,159","Glen Eira",11,2016
"1370","Coburg",2,537500,"S","Nelson",2016-11-19,7.8,"3058",1,1,73,1975,-37.7435,144.9563,"Northern Metropolitan",11204,71,"24,996","Moreland",11,2016
"1371","Cremorne",2,662500,"S","Jellis",2016-11-19,2.5,"3121",1,1,75,2015,-37.8255,144.9948,"Northern Metropolitan",1123,89,"1,572","Yarra",11,2016
"1372","Elwood",2,684000,"SP","McGrath",2016-11-19,7.7,"3184",1,0,98,1930,-37.875,144.991,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"1373","Elwood",1,451000,"S","Chisholm",2016-11-19,7.7,"3184",1,1,49,1970,-37.8895,144.9902,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"1374","Essendon",4,1170000,"SP","Barry",2016-11-19,8,"3040",2,2,180,2013,-37.7465,144.91,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1375","Essendon",2,453000,"S","Nelson",2016-11-19,8,"3040",1,1,76,1975,-37.7494,144.921,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1376","Essendon",2,435000,"S","Nelson",2016-11-19,8,"3040",1,1,66,1970,-37.7461,144.9079,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1377","Essendon North",3,765000,"S","Nelson",2016-11-19,9.4,"3041",2,1,134,2002,-37.7364,144.8977,"Western Metropolitan",1308,74,"2,292","Moonee Valley",11,2016
"1378","Fitzroy",1,465000,"SP","Jellis",2016-11-19,1.6,"3065",1,1,52,2011,-37.7974,144.9799,"Northern Metropolitan",5825,96,"9,420","Yarra",11,2016
"1379","Fitzroy North",1,330000,"VB","Jellis",2016-11-19,3.5,"3068",1,1,49,1970,-37.782,144.9896,"Northern Metropolitan",6244,93,"11,451","Yarra",11,2016
"1380","Other",2,595000,"S","Biggin",2016-11-19,9.8,"3185",1,1,75,1960,-37.8994,145.0101,"Southern Metropolitan",534,73,"958","Glen Eira",11,2016
"1381","Glen Iris",2,856500,"S","Marshall",2016-11-19,9.2,"3146",1,1,76,1960,-37.8566,145.0553,"Southern Metropolitan",10412,65,"24,992","Stonnington",11,2016
"1382","Glenroy",2,620250,"S","Stockdale",2016-11-19,13,"3046",1,2,91,2012,-37.7117,144.9135,"Northern Metropolitan",8870,54,"19,671","Moreland",11,2016
"1383","Hampton",2,896000,"S","hockingstuart",2016-11-19,13.7,"3188",2,2,76,1970,-37.9448,145.0186,"Southern Metropolitan",5454,69,"12,459","Bayside",11,2016
"1384","Hampton",2,898000,"S","Marshall",2016-11-19,13.7,"3188",1,1,76,1970,-37.9344,145.004,"Southern Metropolitan",5454,69,"12,459","Bayside",11,2016
"1385","Hampton East",2,801000,"S","Buxton",2016-11-19,14.5,"3188",1,1,107,1994,-37.9432,145.0348,"Southern Metropolitan",2356,67,"4,403","Bayside",11,2016
"1386","Hawthorn",2,657500,"S","Jellis",2016-11-19,4.6,"3122",1,1,73,1965,-37.8177,145.0424,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"1387","Hawthorn",1,445000,"S","Biggin",2016-11-19,4.6,"3122",1,1,52,1970,-37.8261,145.0269,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"1388","Hawthorn",2,750000,"VB","Jellis",2016-11-19,4.6,"3122",1,1,76,2007,-37.8287,145.035,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"1389","Hawthorn",2,663000,"S","Marshall",2016-11-19,4.6,"3122",1,1,76,1970,-37.8166,145.0163,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"1390","Heidelberg Heights",2,605000,"S","Harcourts",2016-11-19,10.5,"3081",1,1,87,2008,-37.7416,145.0567,"Eastern Metropolitan",2947,64,"6,410","Banyule",11,2016
"1391","Ivanhoe",2,450000,"S","Miles",2016-11-19,7.9,"3079",1,1,76,1970,-37.759,145.047,"Eastern Metropolitan",5549,71,"11,038","Banyule",11,2016
"1392","Ivanhoe",2,5e+05,"PI","Ray",2016-11-19,7.9,"3079",1,1,70,1960,-37.7634,145.0406,"Eastern Metropolitan",5549,71,"11,038","Banyule",11,2016
"1393","Kew East",2,1110000,"S","Fletchers",2016-11-19,7.5,"3102",1,1,76,1970,-37.7927,145.0597,"Southern Metropolitan",2671,71,"6,026","Boroondara",11,2016
"1394","Maribyrnong",2,470000,"VB","Other",2016-11-19,8.7,"3032",2,1,79,2011,-37.7853,144.8999,"Western Metropolitan",4918,70,"10,135","Maribyrnong",11,2016
"1395","Melbourne",1,7e+05,"VB","Other",2016-11-19,2.8,"3000",1,1,64,1920,-37.8157,144.9727,"Northern Metropolitan",17496,93,"28,353","Melbourne",11,2016
"1396","Mont Albert",2,725000,"VB","Jellis",2016-11-19,11.8,"3127",2,2,116,2005,-37.8161,145.1098,"Eastern Metropolitan",2079,69,"4,961","Whitehorse",11,2016
"1397","Moonee Ponds",1,265000,"VB","Brad",2016-11-19,6.9,"3039",1,1,41,1970,-37.758,144.9237,"Western Metropolitan",6232,75,"13,507","Moonee Valley",11,2016
"1398","Moorabbin",2,639000,"S","Other",2016-11-19,14.6,"3189",1,1,79,1960,-37.9355,145.0485,"Southern Metropolitan",2555,71,"5,298","Kingston",11,2016
"1399","Moorabbin",2,605000,"S","Ray",2016-11-19,14.6,"3189",1,2,68,1980,-37.9363,145.0564,"Southern Metropolitan",2555,71,"5,298","Kingston",11,2016
"1400","North Melbourne",2,620000,"S","LITTLE",2016-11-19,2.3,"3051",1,2,69,2004,-37.8004,144.9544,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1401","Northcote",1,422000,"S","Other",2016-11-19,5.5,"3070",1,1,40,1970,-37.7827,144.9999,"Northern Metropolitan",11364,82,"22,914","Darebin",11,2016
"1402","Ormond",2,475000,"S","Gary",2016-11-19,11.8,"3204",1,1,52,2011,-37.8986,145.042,"Southern Metropolitan",3578,72,"7,707","Glen Eira",11,2016
"1403","Parkville",1,401000,"S","Nelson",2016-11-19,2.6,"3052",1,1,49,1992,-37.7852,144.9589,"Northern Metropolitan",2309,79,"6,193","Melbourne",11,2016
"1404","Port Melbourne",1,456000,"SP","Jellis",2016-11-19,3.8,"3207",1,1,63,2007,-37.8405,144.9385,"Southern Metropolitan",8648,84,"14,520","Port Phillip",11,2016
"1405","Reservoir",2,352000,"S","Stockdale",2016-11-19,11.2,"3073",1,1,76,1970,-37.703,145.014,"Northern Metropolitan",21650,60,"47,517","Darebin",11,2016
"1406","Reservoir",2,480000,"S","Ray",2016-11-19,11.2,"3073",2,1,145,2010,-37.7053,145.0173,"Northern Metropolitan",21650,60,"47,517","Darebin",11,2016
"1407","Richmond",2,660000,"PI","Jellis",2016-11-19,2.6,"3121",2,1,76,2013,-37.8166,145.0036,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1408","Richmond",2,646000,"S","Woodards",2016-11-19,2.6,"3121",1,1,70,1993,-37.8333,144.998,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1409","Other",2,570000,"S","Buxton",2016-11-19,7.4,"3185",1,0,76,1964,-37.8756,144.9934,"Southern Metropolitan",821,87,"1,472","Port Phillip",11,2016
"1410","South Yarra",1,567500,"S","hockingstuart",2016-11-19,3.3,"3141",1,1,56,1970,-37.8368,144.9848,"Southern Metropolitan",14887,92,"19,186","Melbourne",11,2016
"1411","Southbank",2,660000,"S","RT",2016-11-19,1.2,"3006",1,1,77,2000,-37.8288,144.9679,"Southern Metropolitan",8400,91,"11,254","Melbourne",11,2016
"1412","St Kilda",2,610000,"PI","hockingstuart",2016-11-19,6.1,"3182",1,1,76,1970,-37.8722,144.98,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1413","St Kilda",2,535000,"PI","McGrath",2016-11-19,6.1,"3182",1,1,76,1970,-37.861,144.9891,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1414","St Kilda",2,757500,"S","Gary",2016-11-19,6.1,"3182",1,1,76,1970,-37.865,144.9761,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1415","Sunshine",2,550000,"SP","Jas",2016-11-19,12.6,"3020",1,1,76,1970,-37.7922,144.8283,"Western Metropolitan",3755,71,"8,849","Brimbank",11,2016
"1416","Surrey Hills",2,620000,"S","Fletchers",2016-11-19,11.2,"3127",1,1,76,1970,-37.8305,145.0961,"Southern Metropolitan",5457,66,"13,143","Boroondara",11,2016
"1417","Surrey Hills",2,562500,"S","Jellis",2016-11-19,11.2,"3127",1,0,76,1950,-37.8138,145.0879,"Southern Metropolitan",5457,66,"13,143","Boroondara",11,2016
"1418","Thornbury",1,383000,"S","Love",2016-11-19,6.5,"3071",1,1,44,1965,-37.7539,145.0075,"Northern Metropolitan",8870,77,"17,473","Darebin",11,2016
"1419","Thornbury",1,295000,"S","LITTLE",2016-11-19,6.5,"3071",1,1,49,1970,-37.7557,144.9993,"Northern Metropolitan",8870,77,"17,473","Darebin",11,2016
"1420","Thornbury",1,315000,"S","Harcourts",2016-11-19,6.5,"3071",1,1,49,1970,-37.7566,144.9893,"Northern Metropolitan",8870,77,"17,473","Darebin",11,2016
"1421","Windsor",3,830000,"S","hockingstuart",2016-11-19,5.1,"3181",2,2,112,2000,-37.8526,144.9977,"Southern Metropolitan",4380,91,"7,051","Stonnington",11,2016
"1422","Windsor",2,1200000,"SP","Jellis",2016-11-19,5.1,"3181",2,1,111,2007,-37.8563,144.9916,"Southern Metropolitan",4380,91,"7,051","Port Phillip",11,2016
"1423","Windsor",1,3e+05,"VB","Other",2016-11-19,5.1,"3181",1,1,49,1972,-37.8556,144.9977,"Southern Metropolitan",4380,91,"7,051","Stonnington",11,2016
"1424","Aberfeldie",2,373000,"S","Barry",2016-11-27,9.1,"3040",1,1,76,1980,-37.7553,144.8996,"Western Metropolitan",1543,60,"3,623","Moonee Valley",11,2016
"1425","Avondale Heights",2,411000,"PI","Barry",2016-11-27,10.5,"3034",1,1,85,1995,-37.7608,144.863,"Western Metropolitan",4502,59,"11,015","Moonee Valley",11,2016
"1426","Balaclava",1,5e+05,"SP","Biggin",2016-11-27,6.6,"3183",1,0,49,1962,-37.873,144.9907,"Southern Metropolitan",2952,88,"5,421","Port Phillip",11,2016
"1427","Balwyn North",2,560000,"S","hockingstuart",2016-11-27,9.2,"3104",1,1,76,1950,-37.7961,145.0808,"Southern Metropolitan",7809,61,"20,345","Boroondara",11,2016
"1428","Bentleigh East",3,790000,"S","hockingstuart",2016-11-27,13.9,"3165",1,2,100,1996,-37.9286,145.0737,"Southern Metropolitan",10969,59,"25,928","Glen Eira",11,2016
"1429","Brighton",1,671000,"S","Buxton",2016-11-27,11.2,"3186",1,1,74,1980,-37.9194,145.0003,"Southern Metropolitan",10579,75,"21,267","Bayside",11,2016
"1430","Brighton",2,850000,"PI","Buxton",2016-11-27,11.2,"3186",1,1,76,1970,-37.9116,144.9978,"Southern Metropolitan",10579,75,"21,267","Bayside",11,2016
"1431","Brighton",3,1620000,"S","Buxton",2016-11-27,11.2,"3186",2,2,114.5,1970,-37.9121,144.9953,"Southern Metropolitan",10579,75,"21,267","Bayside",11,2016
"1432","Brighton East",2,903000,"S","Hodges",2016-11-27,10.7,"3187",1,1,101,1970,-37.9125,145.0114,"Southern Metropolitan",6938,63,"15,807","Bayside",11,2016
"1433","Brunswick",1,240000,"PI","Hodges",2016-11-27,5.2,"3056",1,1,49,1970,-37.7776,144.9633,"Northern Metropolitan",11918,84,"22,739","Moreland",11,2016
"1434","Brunswick",2,1180000,"PI","Jellis",2016-11-27,5.2,"3056",1,1,76,2010,-37.7738,144.9585,"Northern Metropolitan",11918,84,"22,739","Moreland",11,2016
"1435","Brunswick West",1,351000,"PI","Nelson",2016-11-27,5.9,"3055",1,1,49,1970,-37.7614,144.9393,"Northern Metropolitan",7082,66,"13,171","Moreland",11,2016
"1436","Camberwell",2,7e+05,"S","Marshall",2016-11-27,7.8,"3124",1,1,75,1970,-37.8434,145.081,"Southern Metropolitan",8920,66,"20,022","Boroondara",11,2016
"1437","Camberwell",2,810000,"S","Other",2016-11-27,7.8,"3124",1,1,76,1960,-37.8357,145.0595,"Southern Metropolitan",8920,66,"20,022","Boroondara",11,2016
"1438","Canterbury",2,685000,"S","RT",2016-11-27,9,"3126",1,1,76,1962,-37.8236,145.0729,"Southern Metropolitan",3265,72,"7,856","Boroondara",11,2016
"1439","Carlton",2,585000,"S","Walshe",2016-11-27,1.8,"3053",1,1,76,2000,-37.7985,144.9745,"Northern Metropolitan",6786,97,"13,505","Melbourne",11,2016
"1440","Carnegie",2,605000,"S","Woodards",2016-11-27,11.4,"3163",1,1,70,1973,-37.8956,145.0613,"Southern Metropolitan",7822,75,"16,333","Glen Eira",11,2016
"1441","Caulfield South",1,290000,"VB","Gary",2016-11-27,9.3,"3162",1,1,49,1970,-37.8943,145.0145,"Southern Metropolitan",5051,70,"11,292","Glen Eira",11,2016
"1442","Doncaster",3,751800,"SP","Jellis",2016-11-27,13.9,"3108",1,2,120,2001,-37.7749,145.1138,"Eastern Metropolitan",9028,58,"18,372","Manningham",11,2016
"1443","Eaglemont",3,1190000,"S","Miles",2016-11-27,10.3,"3084",2,2,148,1975,-37.7623,145.0569,"Eastern Metropolitan",1651,64,"3,915","Banyule",11,2016
"1444","Elwood",2,526000,"S","Chisholm",2016-11-27,7.7,"3184",1,0,47,1930,-37.8809,144.9947,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"1445","Elwood",2,730000,"S","Chisholm",2016-11-27,7.7,"3184",1,1,85,1940,-37.874,144.9903,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"1446","Elwood",2,680000,"PI","hockingstuart",2016-11-27,7.7,"3184",1,1,76,1960,-37.8753,144.9902,"Southern Metropolitan",8989,84,"14,644","Port Phillip",11,2016
"1447","Essendon",2,440000,"S","Brad",2016-11-27,8,"3040",1,1,77,1970,-37.7556,144.9132,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1448","Essendon",3,872000,"S","Nelson",2016-11-27,8,"3040",1,1,135,1970,-37.7399,144.8964,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1449","Essendon",2,630000,"S","Nelson",2016-11-27,8,"3040",1,1,83,1975,-37.7543,144.9066,"Western Metropolitan",9264,71,"18,841","Moonee Valley",11,2016
"1450","Fairfield",2,6e+05,"VB","Jellis",2016-11-27,5.8,"3078",1,2,75,1970,-37.7732,145.0193,"Northern Metropolitan",2970,72,"5,937","Darebin",11,2016
"1451","Footscray",2,296000,"S","Sweeney",2016-11-27,6.4,"3011",1,1,76,1972,-37.789,144.8932,"Western Metropolitan",7570,78,"13,203","Maribyrnong",11,2016
"1452","Glen Iris",1,420000,"VB","Jellis",2016-11-27,9.2,"3146",1,1,49,2011,-37.8592,145.0484,"Southern Metropolitan",10412,65,"24,992","Boroondara",11,2016
"1453","Hawthorn",2,715000,"S","Marshall",2016-11-27,4.6,"3122",1,1,82,2001,-37.8142,145.0308,"Southern Metropolitan",11308,85,"21,138","Boroondara",11,2016
"1454","Hawthorn East",2,622000,"S","Williams",2016-11-27,7.5,"3123",1,1,76,1970,-37.8318,145.0448,"Southern Metropolitan",6482,83,"13,113","Boroondara",11,2016
"1455","Kensington",2,425000,"S","Rendina",2016-11-27,4.2,"3031",1,1,59,2006,-37.7966,144.9254,"Northern Metropolitan",5263,82,"9,689","Melbourne",11,2016
"1456","Kensington",2,506000,"SP","Sweeney",2016-11-27,4.2,"3031",1,1,76,2008,-37.7952,144.9262,"Northern Metropolitan",5263,82,"9,689","Melbourne",11,2016
"1457","Kew",3,1100000,"S","Jellis",2016-11-27,5.6,"3101",1,1,115,1935,-37.8087,145.0452,"Southern Metropolitan",10331,71,"23,871","Boroondara",11,2016
"1458","Malvern",2,640000,"PI","Ray",2016-11-27,7.4,"3144",2,1,76,1970,-37.8514,145.0361,"Southern Metropolitan",4675,80,"9,494","Stonnington",11,2016
"1459","Malvern",2,7e+05,"VB","Other",2016-11-27,7.4,"3144",1,2,76,1998,-37.8597,145.0318,"Southern Metropolitan",4675,80,"9,494","Stonnington",11,2016
"1460","Malvern East",2,425000,"SP","hockingstuart",2016-11-27,11.2,"3145",1,1,57,1997,-37.8804,145.0501,"Southern Metropolitan",8801,77,"20,028","Stonnington",11,2016
"1461","Malvern East",1,315000,"S","Jellis",2016-11-27,11.2,"3145",1,1,46,1940,-37.8704,145.0495,"Southern Metropolitan",8801,77,"20,028","Stonnington",11,2016
"1462","Malvern East",2,523000,"S","Other",2016-11-27,11.2,"3145",1,1,62,1960,-37.8801,145.0874,"Southern Metropolitan",8801,77,"20,028","Stonnington",11,2016
"1463","Moonee Ponds",2,470000,"VB","Nelson",2016-11-27,6.9,"3039",1,1,65,2014,-37.7677,144.92,"Western Metropolitan",6232,75,"13,507","Moonee Valley",11,2016
"1464","Moonee Ponds",2,574000,"S","Jellis",2016-11-27,6.9,"3039",2,1,76,1990,-37.7666,144.9184,"Western Metropolitan",6232,75,"13,507","Moonee Valley",11,2016
"1465","Newport",2,670000,"SP","Purplebricks",2016-11-27,8.4,"3015",1,1,76,2006,-37.8433,144.8725,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",11,2016
"1466","Niddrie",3,746000,"S","Barry",2016-11-27,11.2,"3042",1,1,114.5,2010,-37.741,144.8901,"Western Metropolitan",2291,61,"4,851","Moonee Valley",11,2016
"1467","North Melbourne",1,320000,"S","Other",2016-11-27,2.3,"3051",1,1,45,1975,-37.7955,144.9492,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1468","North Melbourne",2,598000,"S","Alexkarbon",2016-11-27,2.3,"3051",1,1,85,2005,-37.8044,144.9566,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1469","North Melbourne",2,550055,"SP","Jellis",2016-11-27,2.3,"3051",1,2,65,1971,-37.7926,144.9441,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1470","North Melbourne",1,358000,"SP","Jellis",2016-11-27,2.3,"3051",1,1,43,1970,-37.7971,144.9448,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1471","North Melbourne",2,665500,"S","Alexkarbon",2016-11-27,2.3,"3051",2,1,96,2012,-37.8009,144.9471,"Northern Metropolitan",6821,87,"11,733","Melbourne",11,2016
"1472","Northcote",1,4e+05,"VB","Nelson",2016-11-27,5.5,"3070",1,1,43,2014,-37.7831,145.0124,"Northern Metropolitan",11364,82,"22,914","Darebin",11,2016
"1473","Oak Park",3,550000,"PI","Brad",2016-11-27,11.5,"3046",1,1,114.5,2004,-37.7216,144.9157,"Northern Metropolitan",2651,55,"5,751","Moreland",11,2016
"1474","Oakleigh South",2,625000,"S","Other",2016-11-27,14.7,"3167",1,1,76,1990,-37.9107,145.0891,"South-Eastern Metropolitan",3692,50,"9,126","Monash",11,2016
"1475","Ormond",1,447000,"S","Ray",2016-11-27,11.8,"3204",1,1,49,1975,-37.9016,145.0414,"Southern Metropolitan",3578,72,"7,707","Glen Eira",11,2016
"1476","Port Melbourne",2,735000,"S","Chisholm",2016-11-27,3.8,"3207",1,1,100,2000,-37.8424,144.9449,"Southern Metropolitan",8648,84,"14,520","Port Phillip",11,2016
"1477","Port Melbourne",1,540000,"VB","Chisholm",2016-11-27,3.8,"3207",1,1,49,2000,-37.8429,144.9449,"Southern Metropolitan",8648,84,"14,520","Port Phillip",11,2016
"1478","Prahran",2,681000,"S","Other",2016-11-27,4.5,"3181",2,1,95,1995,-37.8598,145.0097,"Southern Metropolitan",7717,87,"11,171","Stonnington",11,2016
"1479","Richmond",2,807000,"S","Jellis",2016-11-27,2.6,"3121",2,2,106,2000,-37.8128,145.0139,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1480","Richmond",1,385000,"VB","RT",2016-11-27,2.6,"3121",1,1,50,2005,-37.8331,144.9975,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1481","Richmond",2,760000,"S","Biggin",2016-11-27,2.6,"3121",1,1,76,2005,-37.833,144.997,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1482","Richmond",1,360000,"S","Biggin",2016-11-27,2.6,"3121",1,1,49,2005,-37.8181,144.9901,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1483","Richmond",1,362000,"S","Biggin",2016-11-27,2.6,"3121",1,1,49,2005,-37.8127,145.0094,"Northern Metropolitan",14949,90,"23,838","Yarra",11,2016
"1484","Rosanna",2,618000,"S","Miles",2016-11-27,11.4,"3084",1,1,96,1980,-37.7458,145.0609,"Eastern Metropolitan",3540,62,"7,892","Banyule",11,2016
"1485","South Melbourne",1,320000,"VB","Dingle",2016-11-27,2.1,"3205",1,0,49,2001,-37.8341,144.9713,"Southern Metropolitan",5943,92,"9,318","Port Phillip",11,2016
"1486","South Melbourne",3,742000,"SP","Greg",2016-11-27,2.1,"3205",2,2,90,2003,-37.8319,144.9682,"Southern Metropolitan",5943,92,"9,318","Port Phillip",11,2016
"1487","South Yarra",2,470000,"VB","Jellis",2016-11-27,3.3,"3141",1,1,76,1970,-37.845,145.0001,"Southern Metropolitan",14887,92,"19,186","Stonnington",11,2016
"1488","South Yarra",2,621500,"S","hockingstuart",2016-11-27,3.3,"3141",1,1,76,1970,-37.835,144.9905,"Southern Metropolitan",14887,92,"19,186","Stonnington",11,2016
"1489","St Kilda",1,461000,"SP","McGrath",2016-11-27,6.1,"3182",1,1,49,1970,-37.8571,144.987,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1490","St Kilda",3,720000,"SP","Other",2016-11-27,6.1,"3182",1,1,114.5,1970,-37.8612,144.985,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1491","St Kilda",2,5e+05,"SP","Other",2016-11-27,6.1,"3182",2,2,104,2000,-37.859,144.9767,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1492","St Kilda",2,760000,"S","Woodards",2016-11-27,6.1,"3182",1,0,95,1930,-37.8718,144.9776,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1493","St Kilda",2,580000,"PI","McGrath",2016-11-27,6.1,"3182",1,1,102,1995,-37.8568,144.9873,"Southern Metropolitan",13240,93,"17,802","Port Phillip",11,2016
"1494","Surrey Hills",2,6e+05,"VB","Noel",2016-11-27,11.2,"3127",1,2,80,1985,-37.8159,145.0902,"Southern Metropolitan",5457,66,"13,143","Boroondara",11,2016
