"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"8326","Flemington","h",5,1550000,"PI","Nelson",2017-05-13,4.4,"3031",1,1,432,200,1915,-37.7859,144.9323,"Northern Metropolitan",3593,"Moonee Valley",5,2017
"8327","Footscray","h",3,871000,"S","Greg",2017-05-13,6.4,"3011",1,1,267,101,1900,-37.7951,144.8901,"Western Metropolitan",7570,"Maribyrnong",5,2017
"8328","Other","u",1,260000,"SP","Woodards",2017-05-13,10.4,"3163",1,1,1162,44,1965,-37.8911,145.0451,"Southern Metropolitan",2403,"Glen Eira",5,2017
"8329","Glen Iris","h",4,1760000,"PI","Jellis",2017-05-13,9.2,"3146",3,3,622,160,1940,-37.858,145.0859,"Southern Metropolitan",10412,"Boroondara",5,2017
"8330","Glen Iris","u",2,710000,"S","hockingstuart",2017-05-13,9.2,"3146",1,2,0,76,1960,-37.8521,145.0763,"Southern Metropolitan",10412,"Boroondara",5,2017
"8331","Glen Iris","h",4,2340000,"S","Marshall",2017-05-13,9.2,"3146",2,2,586,190,1940,-37.8541,145.0738,"Southern Metropolitan",10412,"Boroondara",5,2017
"8332","Glen Iris","h",5,1950000,"S","Noel",2017-05-13,9.2,"3146",2,2,794,260,1920,-37.8508,145.0592,"Southern Metropolitan",10412,"Boroondara",5,2017
"8333","Glen Iris","h",3,2085000,"S","Jellis",2017-05-13,9.2,"3146",1,2,715,130,1940,-37.8578,145.0682,"Southern Metropolitan",10412,"Boroondara",5,2017
"8334","Glenroy","h",3,822000,"S","Barry",2017-05-13,13,"3046",1,2,738,107.4,1960,-37.6972,144.941,"Northern Metropolitan",8870,"Moreland",5,2017
"8335","Glenroy","h",3,597500,"S","YPA",2017-05-13,13,"3046",1,2,663,84,1950,-37.6962,144.9349,"Northern Metropolitan",8870,"Moreland",5,2017
"8336","Glenroy","h",3,690000,"SP","YPA",2017-05-13,13,"3046",1,2,650,130,1960,-37.699,144.9421,"Northern Metropolitan",8870,"Moreland",5,2017
"8337","Glenroy","h",3,710000,"S","Stockdale",2017-05-13,13,"3046",1,2,587,130,1960,-37.6995,144.905,"Northern Metropolitan",8870,"Moreland",5,2017
"8338","Gowanbrae","h",4,990000,"S","Nelson",2017-05-13,13.6,"3043",2,2,702,170,2003,-37.7071,144.8989,"Western Metropolitan",1071,"Moreland",5,2017
"8339","Hadfield","h",3,725000,"S","Stockdale",2017-05-13,12.1,"3046",1,2,585,130,1960,-37.71,144.9464,"Northern Metropolitan",2606,"Moreland",5,2017
"8340","Hampton","h",2,1789000,"S","Buxton",2017-05-13,13.7,"3188",1,2,650,96,1950,-37.9338,145.0143,"Southern Metropolitan",5454,"Bayside",5,2017
"8341","Hampton","t",4,1910000,"S","Buxton",2017-05-13,13.7,"3188",2,2,351,188.5,2000,-37.9449,145.0167,"Southern Metropolitan",5454,"Bayside",5,2017
"8342","Hampton","h",3,1620000,"S","Buxton",2017-05-13,13.7,"3188",2,2,699,130,1950,-37.9453,145.0176,"Southern Metropolitan",5454,"Bayside",5,2017
"8343","Hampton","t",2,837000,"SP","Buxton",2017-05-13,13.7,"3188",2,1,516,92,2007,-37.9365,145.0008,"Southern Metropolitan",5454,"Bayside",5,2017
"8344","Hawthorn","h",1,3e+05,"VB","Ray",2017-05-13,4.6,"3122",1,1,0,69,1910,-37.8143,145.0319,"Southern Metropolitan",11308,"Boroondara",5,2017
"8345","Hawthorn","u",1,275000,"SP","hockingstuart",2017-05-13,4.6,"3122",1,0,479,30,1970,-37.8292,145.0322,"Southern Metropolitan",11308,"Boroondara",5,2017
"8346","Hawthorn","h",2,1800000,"S","Jellis",2017-05-13,4.6,"3122",1,0,221,106,1900,-37.8163,145.0251,"Southern Metropolitan",11308,"Boroondara",5,2017
"8347","Hawthorn","t",3,1300000,"VB","Jellis",2017-05-13,4.6,"3122",2,1,126,135,1975,-37.8255,145.029,"Southern Metropolitan",11308,"Boroondara",5,2017
"8348","Hawthorn East","h",3,1890000,"S","Marshall",2017-05-13,7.5,"3123",2,2,224,130,1922,-37.8368,145.0508,"Southern Metropolitan",6482,"Boroondara",5,2017
"8349","Hawthorn East","h",3,1575000,"S","Jellis",2017-05-13,7.5,"3123",1,0,305,130,1922,-37.8309,145.0451,"Southern Metropolitan",6482,"Boroondara",5,2017
"8350","Hawthorn East","h",4,2425000,"PI","Other",2017-05-13,7.5,"3123",2,2,729,278,1922,-37.8343,145.0488,"Southern Metropolitan",6482,"Boroondara",5,2017
"8351","Hawthorn East","h",4,3600000,"VB","Jellis",2017-05-13,7.5,"3123",3,2,667,310,1988,-37.8374,145.0511,"Southern Metropolitan",6482,"Boroondara",5,2017
"8352","Hawthorn East","h",2,1320000,"S","Jellis",2017-05-13,7.5,"3123",1,3,325,96,1922,-37.8355,145.044,"Southern Metropolitan",6482,"Boroondara",5,2017
"8353","Hawthorn East","u",1,400500,"S","Other",2017-05-13,7.5,"3123",1,1,71,49,1970,-37.8372,145.0433,"Southern Metropolitan",6482,"Boroondara",5,2017
"8354","Heidelberg West","h",2,613000,"S","Barry",2017-05-13,9.4,"3081",1,0,391,74,1960,-37.7349,145.0398,"Eastern Metropolitan",2674,"Banyule",5,2017
"8355","Hughesdale","t",4,1340000,"S","Other",2017-05-13,13,"3166",4,2,370,255.79,2006,-37.8919,145.0781,"Southern Metropolitan",3145,"Monash",5,2017
"8356","Ivanhoe","h",3,1851000,"S","Jellis",2017-05-13,7.9,"3079",2,2,618,215,1960,-37.7817,145.0391,"Eastern Metropolitan",5549,"Banyule",5,2017
"8357","Ivanhoe","h",5,1689000,"S","Nelson",2017-05-13,7.9,"3079",2,2,633,260,1950,-37.7615,145.0309,"Eastern Metropolitan",5549,"Banyule",5,2017
"8358","Ivanhoe","h",2,690000,"VB","Miles",2017-05-13,7.9,"3079",1,1,1465,96,1950,-37.7735,145.0403,"Eastern Metropolitan",5549,"Banyule",5,2017
"8359","Ivanhoe East","h",3,2400000,"VB","Miles",2017-05-13,9,"3079",2,2,1132,240,1950,-37.7715,145.0688,"Eastern Metropolitan",1554,"Banyule",5,2017
"8360","Keilor East","h",3,738000,"S","Moonee",2017-05-13,12.8,"3033",1,4,546,130,1975,-37.7486,144.8565,"Western Metropolitan",5629,"Moonee Valley",5,2017
"8361","Keilor East","u",2,490000,"SP","hockingstuart",2017-05-13,12.8,"3033",1,2,220,76,2001,-37.7346,144.8584,"Western Metropolitan",5629,"Moonee Valley",5,2017
"8362","Keilor East","h",3,745000,"S","Nelson",2017-05-13,12.8,"3033",1,1,535,134,1980,-37.7475,144.852,"Western Metropolitan",5629,"Moonee Valley",5,2017
"8363","Keilor East","h",3,941000,"S","Harcourts",2017-05-13,12.8,"3033",1,1,703,111,1965,-37.746,144.8651,"Western Metropolitan",5629,"Moonee Valley",5,2017
"8364","Kensington","u",2,525000,"VB","Edward",2017-05-13,4.2,"3031",1,1,0,73,2011,-37.7912,144.9318,"Northern Metropolitan",5263,"Melbourne",5,2017
"8365","Kew","u",1,468000,"S","hockingstuart",2017-05-13,5.6,"3101",1,1,0,49,1966,-37.8083,145.0382,"Southern Metropolitan",10331,"Boroondara",5,2017
"8366","Kew","h",5,3160000,"S","Marshall",2017-05-13,5.6,"3101",5,2,811,260,1940,-37.8013,145.028,"Southern Metropolitan",10331,"Boroondara",5,2017
"8367","Kew","h",4,2600000,"S","Marshall",2017-05-13,5.6,"3101",2,0,320,186.36,1920,-37.8127,145.0451,"Southern Metropolitan",10331,"Boroondara",5,2017
"8368","Kew","u",2,820000,"PI","Noel",2017-05-13,5.6,"3101",1,1,826,95,1960,-37.805,145.0546,"Southern Metropolitan",10331,"Boroondara",5,2017
"8369","Other","u",3,488000,"S","Ray",2017-05-13,12.4,"3083",1,1,260,150,1961,-37.7157,145.0386,"Northern Metropolitan",1414,"Darebin",5,2017
"8370","Kingsville","h",3,1190000,"SP","Village",2017-05-13,7.8,"3012",1,1,276,105,1925,-37.8082,144.8828,"Western Metropolitan",1808,"Maribyrnong",5,2017
"8371","Maidstone","h",3,873000,"S","Biggin",2017-05-13,9.2,"3012",1,2,625,130,1955,-37.7876,144.8752,"Western Metropolitan",3873,"Maribyrnong",5,2017
"8372","Malvern","h",3,2250000,"S","Marshall",2017-05-13,7.4,"3144",2,2,192,191,2010,-37.8654,145.0297,"Southern Metropolitan",4675,"Stonnington",5,2017
"8373","Malvern","h",3,2e+06,"VB","Jellis",2017-05-13,7.4,"3144",1,2,360,130,1915,-37.8636,145.0301,"Southern Metropolitan",4675,"Stonnington",5,2017
"8374","Malvern East","h",3,2020000,"S","Marshall",2017-05-13,11.2,"3145",2,2,711,196,1915,-37.8723,145.0387,"Southern Metropolitan",8801,"Stonnington",5,2017
"8375","Malvern East","h",4,1290000,"S","Buxton",2017-05-13,11.2,"3145",2,2,395,190,1930,-37.8914,145.0842,"Southern Metropolitan",8801,"Stonnington",5,2017
"8376","Melbourne","u",2,452000,"S","RT",2017-05-13,2.8,"3000",1,0,0,60,2006,-37.8084,144.9602,"Northern Metropolitan",17496,"Melbourne",5,2017
"8377","Mont Albert","h",4,2100000,"VB","Harcourts",2017-05-13,11.8,"3127",2,5,719,271,1950,-37.812,145.1082,"Eastern Metropolitan",2079,"Whitehorse",5,2017
"8378","Moonee Ponds","h",2,1302500,"S","Jellis",2017-05-13,6.9,"3039",1,2,455,96,1915,-37.7692,144.9353,"Western Metropolitan",6232,"Moonee Valley",5,2017
"8379","Moonee Ponds","h",2,1350000,"S","Jellis",2017-05-13,6.9,"3039",1,1,459,96,1915,-37.7589,144.9184,"Western Metropolitan",6232,"Moonee Valley",5,2017
"8380","Moonee Ponds","h",3,1100000,"VB","Nelson",2017-05-13,6.9,"3039",2,1,169,130,1915,-37.7595,144.9255,"Western Metropolitan",6232,"Moonee Valley",5,2017
"8381","Moorabbin","t",2,742500,"S","Buxton",2017-05-13,14.6,"3189",1,1,179,101,2001,-37.9369,145.0473,"Southern Metropolitan",2555,"Kingston",5,2017
"8382","Murrumbeena","u",2,770000,"PI","Buxton",2017-05-13,12.1,"3163",1,3,194,76,1975,-37.8953,145.0731,"Southern Metropolitan",4442,"Glen Eira",5,2017
"8383","Murrumbeena","u",2,582000,"S","Gary",2017-05-13,12.1,"3163",1,2,1113,93,2010,-37.8892,145.0664,"Southern Metropolitan",4442,"Glen Eira",5,2017
"8384","Newport","t",3,9e+05,"S","Greg",2017-05-13,8.4,"3015",2,2,575,128,2017,-37.8389,144.8666,"Western Metropolitan",5498,"Hobsons Bay",5,2017
"8385","Newport","h",5,1820000,"SP","Sweeney",2017-05-13,8.4,"3015",2,7,760,229,1935,-37.8437,144.865,"Western Metropolitan",5498,"Hobsons Bay",5,2017
"8386","Newport","h",3,975000,"S","RT",2017-05-13,8.4,"3015",2,2,333,192,2010,-37.8334,144.8673,"Western Metropolitan",5498,"Hobsons Bay",5,2017
"8387","Niddrie","h",3,944000,"S","Barry",2017-05-13,11.2,"3042",1,2,597,130,1955,-37.7473,144.8905,"Western Metropolitan",2291,"Moonee Valley",5,2017
"8388","North Melbourne","h",3,2161000,"S","Nelson",2017-05-13,2.3,"3051",2,1,230,245,1900,-37.7987,144.9434,"Northern Metropolitan",6821,"Melbourne",5,2017
"8389","Northcote","u",1,280000,"VB","Haughton",2017-05-13,5.5,"3070",1,1,0,49,1970,-37.7827,145.0113,"Northern Metropolitan",11364,"Darebin",5,2017
"8390","Northcote","h",5,1750000,"PI","Nelson",2017-05-13,5.5,"3070",2,0,406,225,1900,-37.7751,145.0099,"Northern Metropolitan",11364,"Darebin",5,2017
"8391","Northcote","h",4,1822000,"S","Nelson",2017-05-13,5.5,"3070",1,8,728,190,1900,-37.7825,145.0072,"Northern Metropolitan",11364,"Darebin",5,2017
"8392","Oak Park","h",3,1400000,"VB","Stockdale",2017-05-13,11.5,"3046",1,3,730,130,1960,-37.7167,144.9216,"Northern Metropolitan",2651,"Moreland",5,2017
"8393","Oakleigh","h",3,1205000,"S","Other",2017-05-13,14,"3166",2,1,570,130,1950,-37.9066,145.0869,"Southern Metropolitan",3224,"Monash",5,2017
"8394","Oakleigh","h",5,1351000,"S","Ray",2017-05-13,14,"3166",3,2,707,175,1955,-37.9098,145.097,"Southern Metropolitan",3224,"Monash",5,2017
"8395","Oakleigh","u",3,655000,"PI","Ray",2017-05-13,14,"3166",1,2,160,104,1970,-37.8946,145.0944,"Southern Metropolitan",3224,"Monash",5,2017
"8396","Oakleigh South","h",4,1410000,"S","Buxton",2017-05-13,14.7,"3167",2,4,590,161,1950,-37.9316,145.0821,"South-Eastern Metropolitan",3692,"Monash",5,2017
"8397","Oakleigh South","u",3,815000,"S","Woodards",2017-05-13,14.7,"3167",1,2,393,114.5,1990,-37.9233,145.1062,"South-Eastern Metropolitan",3692,"Monash",5,2017
"8398","Ormond","u",3,960000,"S","hockingstuart",2017-05-13,11.8,"3204",2,2,199,167,1995,-37.9034,145.0409,"Southern Metropolitan",3578,"Glen Eira",5,2017
"8399","Ormond","h",4,1486000,"S","Buxton",2017-05-13,11.8,"3204",2,1,618,190,1940,-37.9051,145.0473,"Southern Metropolitan",3578,"Glen Eira",5,2017
"8400","Parkville","h",4,3970000,"S","Collins",2017-05-13,2.6,"3052",3,1,289,190,1890,-37.7959,144.9569,"Northern Metropolitan",2309,"Melbourne",5,2017
"8401","Pascoe Vale","h",3,708000,"S","hockingstuart",2017-05-13,9.9,"3044",1,2,321,94,1950,-37.7242,144.9424,"Northern Metropolitan",7485,"Moreland",5,2017
"8402","Pascoe Vale","t",2,540000,"VB","Nelson",2017-05-13,9.9,"3044",1,2,240,100,2009,-37.7217,144.924,"Northern Metropolitan",7485,"Moreland",5,2017
"8403","Pascoe Vale","h",4,770000,"S","Nelson",2017-05-13,9.9,"3044",1,2,596,130,1960,-37.7195,144.9456,"Northern Metropolitan",7485,"Moreland",5,2017
"8404","Pascoe Vale","h",3,8e+05,"S","Brad",2017-05-13,9.9,"3044",1,2,506,130,1960,-37.7187,144.9433,"Northern Metropolitan",7485,"Moreland",5,2017
"8405","Pascoe Vale","u",2,497000,"SP","Nelson",2017-05-13,9.9,"3044",1,1,123,76,1970,-37.7181,144.9322,"Northern Metropolitan",7485,"Moreland",5,2017
"8406","Pascoe Vale","h",3,585000,"S","YPA",2017-05-13,9.9,"3044",1,1,0,129,2000,-37.7243,144.9473,"Northern Metropolitan",7485,"Moreland",5,2017
"8407","Pascoe Vale","u",2,496000,"S","Brad",2017-05-13,9.9,"3044",1,1,136,76,1984,-37.7218,144.9406,"Northern Metropolitan",7485,"Moreland",5,2017
"8408","Prahran","u",1,410000,"PI","Thomson",2017-05-13,4.5,"3181",1,1,0,49,1965,-37.8529,145.0103,"Southern Metropolitan",7717,"Stonnington",5,2017
"8409","Prahran","u",2,550000,"SP","Thomson",2017-05-13,4.5,"3181",1,1,72,69,1976,-37.8542,145.0024,"Southern Metropolitan",7717,"Stonnington",5,2017
"8410","Preston","h",4,770000,"S","Love",2017-05-13,8.8,"3072",1,1,494,190,1950,-37.7386,145.0234,"Northern Metropolitan",14577,"Darebin",5,2017
"8411","Preston","h",4,1075000,"S","Nelson",2017-05-13,8.8,"3072",1,2,521,146,1935,-37.7506,144.99,"Northern Metropolitan",14577,"Darebin",5,2017
"8412","Preston","t",3,880000,"S","Nelson",2017-05-13,8.8,"3072",2,2,242,103.6,2007,-37.7506,145.0185,"Northern Metropolitan",14577,"Darebin",5,2017
"8413","Preston","h",3,1015000,"S","Ray",2017-05-13,8.8,"3072",2,1,511,130,1950,-37.7377,144.9911,"Northern Metropolitan",14577,"Darebin",5,2017
"8414","Preston","h",3,8e+05,"PI","hockingstuart",2017-05-13,8.8,"3072",2,2,319,124,1940,-37.7334,144.9873,"Northern Metropolitan",14577,"Darebin",5,2017
"8415","Preston","h",3,1020000,"PI","hockingstuart",2017-05-13,8.8,"3072",2,2,670,140,1950,-37.7353,145.0232,"Northern Metropolitan",14577,"Darebin",5,2017
"8416","Reservoir","h",3,605000,"S","Love",2017-05-13,11.2,"3073",1,2,371,112,1950,-37.7068,145.0193,"Northern Metropolitan",21650,"Darebin",5,2017
"8417","Reservoir","h",2,861500,"S","Nelson",2017-05-13,11.2,"3073",1,1,419,100,1940,-37.721,145.016,"Northern Metropolitan",21650,"Darebin",5,2017
"8418","Reservoir","h",3,801000,"SP","Love",2017-05-13,11.2,"3073",1,1,551,115,1950,-37.7194,145.0015,"Northern Metropolitan",21650,"Darebin",5,2017
"8419","Reservoir","h",4,678500,"S","hockingstuart",2017-05-13,11.2,"3073",1,2,606,190,1960,-37.6987,145.0203,"Northern Metropolitan",21650,"Darebin",5,2017
"8420","Reservoir","h",4,1150000,"S","Barry",2017-05-13,11.2,"3073",1,2,928,190,1960,-37.7179,144.9908,"Northern Metropolitan",21650,"Darebin",5,2017
"8421","Reservoir","t",2,652000,"S","Nelson",2017-05-13,11.2,"3073",2,2,254,93,2007,-37.7071,145.0108,"Northern Metropolitan",21650,"Darebin",5,2017
"8422","Reservoir","u",2,490000,"S","Ray",2017-05-13,11.2,"3073",1,1,143,85,2009,-37.6955,145.0097,"Northern Metropolitan",21650,"Darebin",5,2017
"8423","Reservoir","h",3,760000,"PI","Barry",2017-05-13,11.2,"3073",2,2,567,130,1960,-37.7236,144.9876,"Northern Metropolitan",21650,"Darebin",5,2017
"8424","Richmond","h",2,1050000,"PI","Biggin",2017-05-13,2.6,"3121",1,0,134,63.7,1900,-37.817,145.0058,"Northern Metropolitan",14949,"Yarra",5,2017
"8425","Richmond","u",2,690000,"VB","hockingstuart",2017-05-13,2.6,"3121",2,1,760,76,2010,-37.825,144.9976,"Northern Metropolitan",14949,"Yarra",5,2017
"8426","Richmond","h",3,2060000,"PI","Marshall",2017-05-13,2.6,"3121",2,1,181,130,1900,-37.8161,145.0037,"Northern Metropolitan",14949,"Yarra",5,2017
"8427","Rosanna","h",4,1150000,"SP","Miles",2017-05-13,11.4,"3084",1,2,672,190,1960,-37.7438,145.0769,"Eastern Metropolitan",3540,"Banyule",5,2017
"8428","Seddon","h",3,950000,"S","Village",2017-05-13,6.6,"3011",1,0,220,130,1920,-37.8077,144.8883,"Western Metropolitan",2417,"Maribyrnong",5,2017
"8429","Seddon","h",2,665000,"PI","Village",2017-05-13,6.6,"3011",1,0,269,80,1900,-37.8026,144.8882,"Western Metropolitan",2417,"Maribyrnong",5,2017
"8430","South Kingsville","t",3,815000,"S","Williams",2017-05-13,9.1,"3015",2,2,148,135,2006,-37.8287,144.8705,"Western Metropolitan",984,"Hobsons Bay",5,2017
"8431","South Kingsville","u",2,321000,"SP","Jas",2017-05-13,9.1,"3015",1,1,0,76,1970,-37.8288,144.8711,"Western Metropolitan",984,"Hobsons Bay",5,2017
"8432","South Melbourne","t",2,1100000,"S","Marshall",2017-05-13,2.1,"3205",1,1,327,75,2004,-37.8351,144.964,"Southern Metropolitan",5943,"Port Phillip",5,2017
"8433","South Melbourne","h",3,1820000,"S","Other",2017-05-13,2.1,"3205",1,1,204,105,1910,-37.8365,144.9497,"Southern Metropolitan",5943,"Port Phillip",5,2017
"8434","South Yarra","u",3,920000,"S","Williams",2017-05-13,3.3,"3141",1,1,0,114.5,1970,-37.836,144.9782,"Southern Metropolitan",14887,"Melbourne",5,2017
"8435","South Yarra","u",2,615000,"S","hockingstuart",2017-05-13,3.3,"3141",1,1,0,76,1970,-37.837,144.9907,"Southern Metropolitan",14887,"Stonnington",5,2017
"8436","South Yarra","u",2,642000,"S","Kay",2017-05-13,3.3,"3141",1,1,595,76,1970,-37.8422,144.9855,"Southern Metropolitan",14887,"Melbourne",5,2017
"8437","Southbank","u",2,580000,"SA","Other",2017-05-13,1.2,"3006",1,1,0,70,1994,-37.8248,144.9667,"Southern Metropolitan",8400,"Melbourne",5,2017
"8438","Spotswood","h",3,1100000,"SP","Greg",2017-05-13,7.7,"3015",1,0,305,115,1900,-37.8312,144.8893,"Western Metropolitan",1223,"Hobsons Bay",5,2017
"8439","St Kilda","h",2,1301000,"S","Other",2017-05-13,6.1,"3182",1,1,165,97,1910,-37.8658,144.9774,"Southern Metropolitan",13240,"Port Phillip",5,2017
"8440","St Kilda","t",2,1077000,"S","Marshall",2017-05-13,6.1,"3182",1,1,455,98,1890,-37.8636,144.9749,"Southern Metropolitan",13240,"Port Phillip",5,2017
"8441","St Kilda","h",2,1440000,"S","Marshall",2017-05-13,6.1,"3182",1,2,194,112,1890,-37.8658,144.9795,"Southern Metropolitan",13240,"Port Phillip",5,2017
"8442","Strathmore","h",3,9e+05,"VB","Nelson",2017-05-13,9.7,"3041",1,2,531,130,1970,-37.7192,144.9045,"Western Metropolitan",3284,"Moonee Valley",5,2017
"8443","Sunshine North","h",3,718000,"S","Douglas",2017-05-13,13.3,"3020",1,2,551,130,1960,-37.771,144.8389,"Western Metropolitan",4217,"Brimbank",5,2017
"8444","Sunshine West","h",4,685000,"S","Bells",2017-05-13,13.5,"3020",2,2,572,184,1967,-37.7912,144.7979,"Western Metropolitan",6763,"Brimbank",5,2017
"8445","Surrey Hills","h",2,1260000,"SP","Jellis",2017-05-13,11.2,"3127",1,0,269,124,1910,-37.8201,145.0887,"Southern Metropolitan",5457,"Boroondara",5,2017
"8446","Surrey Hills","u",2,825000,"S","Fletchers",2017-05-13,11.2,"3127",1,2,180,85,1970,-37.8351,145.103,"Southern Metropolitan",5457,"Whitehorse",5,2017
"8447","Surrey Hills","h",4,2360000,"S","Marshall",2017-05-13,11.2,"3127",2,2,764,265,1930,-37.818,145.0946,"Southern Metropolitan",5457,"Boroondara",5,2017
"8448","Surrey Hills","h",3,1525000,"S","Fletchers",2017-05-13,11.2,"3127",2,2,347,195,2013,-37.8323,145.105,"Southern Metropolitan",5457,"Whitehorse",5,2017
"8449","Templestowe Lower","h",4,1181000,"SP","Other",2017-05-13,13.8,"3107",2,2,805,190,1970,-37.7565,145.1067,"Eastern Metropolitan",5420,"Manningham",5,2017
"8450","Templestowe Lower","h",3,1385000,"S","Barry",2017-05-13,13.8,"3107",1,2,745,130,1970,-37.769,145.1108,"Eastern Metropolitan",5420,"Manningham",5,2017
"8451","Thornbury","t",3,865000,"S","Other",2017-05-13,6.5,"3071",2,2,194,135,2000,-37.7538,144.9991,"Northern Metropolitan",8870,"Darebin",5,2017
"8452","Thornbury","h",4,1635000,"S","Jellis",2017-05-13,6.5,"3071",2,2,464,190,1930,-37.7579,145.0169,"Northern Metropolitan",8870,"Darebin",5,2017
"8453","Thornbury","h",3,1100000,"PI","Woodards",2017-05-13,6.5,"3071",2,1,359,130,1930,-37.7551,144.9916,"Northern Metropolitan",8870,"Darebin",5,2017
"8454","Thornbury","u",2,462000,"S","Nelson",2017-05-13,6.5,"3071",1,1,0,76,1970,-37.7561,145.0067,"Northern Metropolitan",8870,"Darebin",5,2017
"8455","Thornbury","t",3,998000,"SP","Jellis",2017-05-13,6.5,"3071",2,1,0,166,2001,-37.7579,145,"Northern Metropolitan",8870,"Darebin",5,2017
"8456","Toorak","u",2,650000,"S","Hodges",2017-05-13,4.6,"3142",1,0,0,76,1970,-37.8454,145.0076,"Southern Metropolitan",7217,"Stonnington",5,2017
"8457","West Footscray","h",3,890000,"S","Biggin",2017-05-13,8.2,"3012",1,3,334,130,1950,-37.7916,144.8762,"Western Metropolitan",5058,"Maribyrnong",5,2017
"8458","West Melbourne","h",3,1750000,"S","Woodards",2017-05-13,1.9,"3003",1,1,160,130,1870,-37.8082,144.9451,"Northern Metropolitan",2230,"Melbourne",5,2017
"8459","Williamstown","h",5,2040000,"S","Greg",2017-05-13,8,"3016",3,2,531,288,1997,-37.8629,144.8781,"Western Metropolitan",6380,"Hobsons Bay",5,2017
"8460","Williamstown","u",2,465000,"S","Raine",2017-05-13,8,"3016",1,1,0,78,1970,-37.8589,144.8921,"Western Metropolitan",6380,"Hobsons Bay",5,2017
"8461","Williamstown","h",2,1e+06,"S","Raine",2017-05-13,8,"3016",1,2,447,96,1977,-37.8602,144.8997,"Western Metropolitan",6380,"Hobsons Bay",5,2017
"8462","Williamstown","h",4,1412000,"SP","Williams",2017-05-13,8,"3016",2,4,551,190,1977,-37.8579,144.8786,"Western Metropolitan",6380,"Hobsons Bay",5,2017
"8463","Other","h",3,1575000,"S","Sweeney",2017-05-13,8.9,"3016",1,1,860,160,1950,-37.8565,144.8865,"Western Metropolitan",802,"Hobsons Bay",5,2017
"8464","Other","t",3,720000,"SP","Jas",2017-05-13,8.9,"3016",2,2,146,141,2001,-37.857,144.8846,"Western Metropolitan",802,"Hobsons Bay",5,2017
"8465","Other","h",4,1520000,"SP","Williams",2017-05-13,8.9,"3016",2,3,560,190,1970,-37.8559,144.8764,"Western Metropolitan",802,"Hobsons Bay",5,2017
"8466","Windsor","u",2,690000,"S","Nelson",2017-05-13,5.1,"3181",1,1,0,76,1972,-37.8573,144.9978,"Southern Metropolitan",4380,"Stonnington",5,2017
