"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"4051","Coburg",4,922000,"SP","Other",2017-01-07,6.7,"3058",2,2,463,80,1960,-37.73704,144.97959,"Northern Metropolitan",11204,71,"24,996","Moreland",1,2017
"4052","Coburg",2,9e+05,"VB","Jellis",2017-01-07,6.7,"3058",1,1,350,100,1920,-37.74483,144.97269,"Northern Metropolitan",11204,71,"24,996","Moreland",1,2017
"4053","Coburg North",3,805000,"PI","Jellis",2017-01-07,6.7,"3058",2,2,296,130,1955,-37.72495,144.98348,"Northern Metropolitan",3445,62,"6,574","Moreland",1,2017
"4054","Craigieburn",3,660000,"S","Other",2017-01-07,20.6,"3064",2,3,618,225.5,2014,-37.59715,144.89656,"Northern Metropolitan",15510,39,"32,747","Hume",1,2017
"4055","Craigieburn",3,515500,"S","Other",2017-01-07,20.6,"3064",1,4,651,117,1990,-37.60329,144.93948,"Northern Metropolitan",15510,39,"32,747","Hume",1,2017
"4056","Craigieburn",4,665000,"PI","Other",2017-01-07,20.6,"3064",2,2,756,236,2007,-37.58885,144.90135,"Northern Metropolitan",15510,39,"32,747","Hume",1,2017
"4057","Other",5,572000,"S","O'Brien",2017-01-07,34.7,"Other",2,1,581,260,2006,-38.10687,145.2811,"South-Eastern Metropolitan",7680,43,"18,620","Other",1,2017
"4058","Croydon",4,875000,"S","Barry",2017-01-07,23,"3136",2,2,244,190,1970,-37.80267,145.27569,"Eastern Metropolitan",11925,58,"23,549","Maroondah",1,2017
"4059","Croydon",4,932000,"S","Other",2017-01-07,23,"3136",2,2,880,225,1970,-37.79587,145.2683,"Eastern Metropolitan",11925,58,"23,549","Maroondah",1,2017
"4060","Croydon",2,570000,"SP","McGrath",2017-01-07,23,"3136",1,1,312,110,1994,-37.80752,145.27212,"Eastern Metropolitan",11925,58,"23,549","Maroondah",1,2017
"4061","Other",3,760000,"SP","O'Brien",2017-01-07,24.7,"3175",1,2,751,130,1970,-37.96609,145.21997,"South-Eastern Metropolitan",8322,43,"21,933","Other",1,2017
"4062","Other",3,627000,"S","Barry",2017-01-07,24.7,"3175",1,1,610,120,1970,-37.96322,145.20586,"South-Eastern Metropolitan",8322,43,"21,933","Other",1,2017
"4063","Other",2,621000,"S","Other",2017-01-07,21.8,"Other",1,0,610,61,1939,-37.67629,145.15589,"Northern Victoria",4258,42,"12,838","Other",1,2017
"4064","Other",3,530500,"S","Buckingham",2017-01-07,25.9,"Other",2,2,400,179,2012,-37.61042,145.11932,"Northern Victoria",7254,29,"10,973","Whittlesea",1,2017
"4065","Eltham",3,975000,"S","Morrison",2017-01-07,18,"3095",1,0,841,130,1980,-37.71926,145.15082,"Eastern Metropolitan",6990,51,"18,183","Other",1,2017
"4066","Eltham",3,805000,"S","Barry",2017-01-07,18,"3095",2,0,848,127,1979,-37.70913,145.1647,"Eastern Metropolitan",6990,51,"18,183","Other",1,2017
"4067","Epping",5,660000,"S","hockingstuart",2017-01-07,19.6,"3076",3,2,708,260,1990,-37.63888,145.02813,"Northern Metropolitan",10926,42,"26,340","Whittlesea",1,2017
"4068","Essendon",3,1325000,"S","McDonald",2017-01-07,7.5,"3040",2,2,441,130,1940,-37.74664,144.92285,"Western Metropolitan",9264,71,"18,841","Moonee Valley",1,2017
"4069","Essendon West",3,750000,"VB","Brad",2017-01-07,7.5,"3040",1,1,236,114,2000,-37.75403,144.8867,"Western Metropolitan",588,43,"1,405","Moonee Valley",1,2017
"4070","Essendon West",5,2200000,"VB","Nelson",2017-01-07,7.5,"3040",3,2,607,291,2016,-37.75148,144.88519,"Western Metropolitan",588,43,"1,405","Moonee Valley",1,2017
"4071","Fairfield",3,1550000,"S","Jellis",2017-01-07,5.7,"3078",2,0,478,130,1930,-37.78022,145.01771,"Northern Metropolitan",2970,72,"5,937","Darebin",1,2017
"4072","Fawkner",3,720000,"S","Barry",2017-01-07,13.1,"3060",1,2,603,130,1960,-37.69863,144.96685,"Northern Metropolitan",5070,56,"12,589","Moreland",1,2017
"4073","Fitzroy North",3,1852000,"S","Jellis",2017-01-07,3.6,"3068",2,1,138,125,1900,-37.78714,144.97966,"Northern Metropolitan",6244,93,"11,451","Yarra",1,2017
"4074","Fitzroy North",2,1100000,"S","Woodards",2017-01-07,3.6,"3068",1,0,139,96,1890,-37.7836,144.98031,"Northern Metropolitan",6244,93,"11,451","Yarra",1,2017
"4075","Fitzroy North",2,1350000,"VB","Nelson",2017-01-07,3.6,"3068",1,1,184,79,1900,-37.78493,144.98879,"Northern Metropolitan",6244,93,"11,451","Yarra",1,2017
"4076","Forest Hill",4,1372000,"S","Ray",2017-01-07,15.4,"3131",1,2,866,190,1970,-37.83816,145.17783,"Eastern Metropolitan",4385,72,"10,034","Whitehorse",1,2017
"4077","Frankston",3,640000,"S","hockingstuart",2017-01-07,38,"3199",2,1,368,130,1970,-38.1523,145.11874,"South-Eastern Metropolitan",17055,55,"35,035","Other",1,2017
"4078","Other",3,611000,"S","Ray",2017-01-07,36.9,"Other",2,1,691,109,1960,-38.11948,145.14928,"Eastern Victoria",2500,50,"5,615","Other",1,2017
"4079","Other",3,755000,"S","hockingstuart",2017-01-07,38,"3199",1,2,786,174,1960,-38.16492,145.12656,"South-Eastern Metropolitan",7566,38,"17,610","Other",1,2017
"4080","Other",3,625000,"S","YPA",2017-01-07,12.9,"3043",1,2,544,130,1975,-37.68541,144.88471,"Western Metropolitan",3285,64,"8,328","Hume",1,2017
"4081","Glen Iris",4,1910000,"S","hockingstuart",2017-01-07,7.3,"3146",2,3,737,190,1940,-37.86231,145.07213,"Southern Metropolitan",10412,65,"24,992","Boroondara",1,2017
"4082","Glenroy",3,847000,"SP","Barry",2017-01-07,11.2,"3046",1,2,650,130,1960,-37.71399,144.92264,"Northern Metropolitan",8870,54,"19,671","Moreland",1,2017
"4083","Greensborough",6,990000,"S","Darren",2017-01-07,16.1,"3088",3,2,562,285.5,1975,-37.69749,145.1058,"Northern Metropolitan",8524,55,"20,560","Banyule",1,2017
"4084","Other",3,662500,"S","O'Brien",2017-01-07,32.3,"Other",2,2,649,130,1982,-38.00022,145.2709,"South-Eastern Metropolitan",3728,44,"10,185","Other",1,2017
"4085","Hampton East",3,1140000,"S","McGrath",2017-01-07,13.8,"3188",1,2,1469,204,1950,-37.93433,145.02984,"Southern Metropolitan",2356,67,"4,403","Bayside",1,2017
"4086","Hawthorn",4,2900000,"S","Jellis",2017-01-07,5.3,"3122",1,3,636,156,1890,-37.81931,145.04107,"Southern Metropolitan",11308,85,"21,138","Boroondara",1,2017
"4087","Heidelberg Heights",2,780000,"VB","Barry",2017-01-07,8.8,"3081",1,1,588,96,1952,-37.73764,145.05323,"Eastern Metropolitan",2947,64,"6,410","Banyule",1,2017
"4088","Heidelberg Heights",3,790000,"S","Miles",2017-01-07,8.8,"3081",2,1,458,130,1952,-37.73569,145.05913,"Eastern Metropolitan",2947,64,"6,410","Banyule",1,2017
"4089","Heidelberg West",3,710000,"S","Other",2017-01-07,8.8,"3081",1,1,577,130,1960,-37.74307,145.0399,"Eastern Metropolitan",2674,68,"5,335","Banyule",1,2017
"4090","Heidelberg West",3,726500,"S","Other",2017-01-07,8.8,"3081",1,0,593,95,1950,-37.7482,145.04073,"Eastern Metropolitan",2674,68,"5,335","Banyule",1,2017
"4091","Other",5,650500,"SP","YPA",2017-01-07,18,"3037",2,2,615,213,2007,-37.68455,144.73272,"Western Metropolitan",5556,39,"16,315","Other",1,2017
"4092","Other",3,750000,"S","Ray",2017-01-07,12.3,"3166",2,2,321,87,2005,-37.90415,145.10504,"Southern Metropolitan",768,62,"1,782","Monash",1,2017
"4093","Jacana",4,650000,"PI","YPA",2017-01-07,14,"3047",1,1,692,181,1960,-37.6876,144.91167,"Northern Metropolitan",851,62,"1,935","Hume",1,2017
"4094","Other",3,810000,"S","Bells",2017-01-07,15.5,"3038",2,2,766,130,1981,-37.71424,144.7958,"Western Metropolitan",3656,42,"10,347","Brimbank",1,2017
"4095","Other",3,735000,"SP","Brad",2017-01-07,15.5,"3038",2,2,749,180,1979,-37.72321,144.80882,"Western Metropolitan",3656,42,"10,347","Brimbank",1,2017
"4096","Other",4,640000,"PI","Barry",2017-01-07,15.5,"3038",2,1,729,190,1987,-37.70115,144.80144,"Western Metropolitan",570,57,"1,753","Brimbank",1,2017
"4097","Kensington",2,850000,"VB","Nelson",2017-01-07,3.4,"3031",1,0,133,96,1910,-37.78906,144.93173,"Northern Metropolitan",5263,82,"9,689","Melbourne",1,2017
"4098","Kew",2,758000,"S","Jellis",2017-01-07,5.4,"3101",1,2,901,96,1940,-37.79719,145.03177,"Southern Metropolitan",10331,71,"23,871","Boroondara",1,2017
"4099","Other",4,761000,"S","Barry",2017-01-07,25.2,"Other",1,2,680,170,1970,-37.9865,145.16767,"South-Eastern Metropolitan",8459,49,"19,894","Other",1,2017
"4100","Other",4,965000,"S","Ray",2017-01-07,25.2,"Other",2,2,576,190,1978,-38.00293,145.16465,"South-Eastern Metropolitan",8459,49,"19,894","Other",1,2017
"4101","Other",3,530000,"SP","YPA",2017-01-07,14,"3021",1,1,532,112,1975,-37.731,144.77387,"Western Metropolitan",2878,38,"8,308","Brimbank",1,2017
"4102","Other",3,520000,"PI","Bells",2017-01-07,14,"3021",1,2,570,130,1974,-37.73341,144.77161,"Western Metropolitan",2878,38,"8,308","Brimbank",1,2017
"4103","Kingsville",3,1020000,"S","Village",2017-01-07,6.4,"3012",1,0,281,130,1920,-37.80781,144.88083,"Western Metropolitan",1808,70,"3,525","Maribyrnong",1,2017
"4104","Lalor",3,635000,"S","Harcourts",2017-01-07,16.3,"3075",1,4,536,130,1970,-37.67125,145.03171,"Northern Metropolitan",8279,50,"19,853","Whittlesea",1,2017
"4105","Lalor",4,750000,"S","Ray",2017-01-07,16.3,"3075",2,4,544,205,2008,-37.66747,144.98802,"Northern Metropolitan",8279,50,"19,853","Whittlesea",1,2017
"4106","Lalor",5,675000,"SP","Harcourts",2017-01-07,16.3,"3075",2,2,750,260,1970,-37.67227,145.03595,"Northern Metropolitan",8279,50,"19,853","Whittlesea",1,2017
"4107","Other",5,880000,"S","Barry",2017-01-07,14.6,"Other",2,2,725,260,1960,-37.72399,145.12069,"Eastern Metropolitan",1624,54,"3,800","Banyule",1,2017
"4108","Malvern East",3,2110000,"S","Jellis",2017-01-07,8.4,"3145",1,2,627,130,1930,-37.86996,145.05621,"Southern Metropolitan",8801,77,"20,028","Stonnington",1,2017
"4109","Maribyrnong",3,1050000,"PI","Brad",2017-01-07,4.3,"3032",2,1,563,130,2000,-37.769,144.89934,"Western Metropolitan",4918,70,"10,135","Maribyrnong",1,2017
"4110","Mill Park",3,610000,"S","Ray",2017-01-07,17.9,"3082",1,1,560,130,1985,-37.66903,145.05091,"Northern Metropolitan",10529,50,"30,550","Whittlesea",1,2017
"4111","Mitcham",3,950000,"S","Noel",2017-01-07,17.2,"3132",1,2,608,138,1975,-37.82583,145.20608,"Eastern Metropolitan",6871,64,"14,829","Whitehorse",1,2017
"4112","Mont Albert",4,2320000,"S","Jellis",2017-01-07,10.2,"3127",2,5,728,190,1938,-37.81402,145.10336,"Eastern Metropolitan",2079,69,"4,961","Whitehorse",1,2017
"4113","Mont Albert",5,2200000,"SP","Marshall",2017-01-07,10.2,"3127",2,4,819,260,1938,-37.81269,145.10236,"Eastern Metropolitan",2079,69,"4,961","Boroondara",1,2017
"4114","Other",3,655000,"S","Ray",2017-01-07,16.2,"Other",2,3,382,128,1970,-37.72857,145.12728,"Eastern Metropolitan",3891,66,"8,768","Banyule",1,2017
"4115","Other",3,960000,"PI","Fletchers",2017-01-07,16.2,"Other",1,1,1285,130,1980,-37.716,145.13452,"Eastern Metropolitan",3891,66,"8,768","Banyule",1,2017
"4116","Moonee Ponds",2,1250000,"S","Nelson",2017-01-07,6.2,"3039",1,1,450,96,1915,-37.76121,144.92525,"Western Metropolitan",6232,75,"13,507","Moonee Valley",1,2017
"4117","Moonee Ponds",2,1020000,"S","Jellis",2017-01-07,6.2,"3039",1,1,269,96,1915,-37.75782,144.92088,"Western Metropolitan",6232,75,"13,507","Moonee Valley",1,2017
"4118","Moonee Ponds",4,1810000,"S","Jellis",2017-01-07,6.2,"3039",2,2,431,190,1894,-37.77019,144.92691,"Western Metropolitan",6232,75,"13,507","Moonee Valley",1,2017
"4119","Moorabbin",3,1175000,"PI","Buxton",2017-01-07,14.3,"3189",2,6,650,130,1960,-37.9379,145.05456,"Southern Metropolitan",2555,71,"5,298","Kingston",1,2017
"4120","Other",4,1225000,"S","O'Brien",2017-01-07,21.5,"3195",2,2,893,190,1985,-37.99991,145.09417,"South-Eastern Metropolitan",3650,66,"7,530","Kingston",1,2017
"4121","Other",4,8e+05,"PI","Ray",2017-01-07,21.5,"3195",3,3,638,190,1985,-38.00406,145.09502,"South-Eastern Metropolitan",3650,66,"7,530","Kingston",1,2017
"4122","Mount Waverley",4,1720000,"S","Ray",2017-01-07,14.2,"3149",2,3,741,190,1965,-37.86989,145.1434,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4123","Mount Waverley",3,944000,"S","Jellis",2017-01-07,14.2,"3149",1,1,446,130,1965,-37.86071,145.1278,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4124","Mount Waverley",3,2e+06,"VB","Fletchers",2017-01-07,14.2,"3149",1,2,1028,181,1965,-37.89757,145.11825,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4125","Mount Waverley",3,1385000,"S","Ray",2017-01-07,14.2,"3149",1,2,807,167,1970,-37.86618,145.14757,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4126","Mount Waverley",3,1205000,"S","McGrath",2017-01-07,14.2,"3149",2,2,402,143,1960,-37.87389,145.12783,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4127","Mount Waverley",5,1600000,"S","Jellis",2017-01-07,14.2,"3149",3,3,728,260,1965,-37.8778,145.11236,"Eastern Metropolitan",13366,62,"32,063","Monash",1,2017
"4128","Other",3,650000,"SP","O'Brien",2017-01-07,34.1,"Other",1,4,1042,130,1990,-38.03147,145.31126,"South-Eastern Metropolitan",9376,40,"25,886","Other",1,2017
"4129","Other",3,655000,"SP","Other",2017-01-07,34.1,"Other",2,2,731,130,1972,-38.02938,145.31876,"South-Eastern Metropolitan",9376,40,"25,886","Other",1,2017
"4130","Newport",2,710000,"S","Williams",2017-01-07,6.2,"3015",1,2,120,121,2011,-37.84026,144.86667,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",1,2017
"4131","Newport",3,1330000,"S","RT",2017-01-07,6.2,"3015",1,3,758,130,1940,-37.84522,144.86516,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",1,2017
"4132","North Melbourne",2,962000,"S","Alexkarbon",2017-01-07,1.8,"3051",1,0,91,2,1910,-37.80037,144.94981,"Northern Metropolitan",6821,87,"11,733","Melbourne",1,2017
"4133","Northcote",3,1605000,"S","Nelson",2017-01-07,5.3,"3070",1,0,507,130,1920,-37.77124,145.002,"Northern Metropolitan",11364,82,"22,914","Darebin",1,2017
"4134","Northcote",4,1900000,"PI","Jellis",2017-01-07,5.3,"3070",2,2,313,190,1920,-37.76501,145.00269,"Northern Metropolitan",11364,82,"22,914","Darebin",1,2017
"4135","Northcote",3,1415000,"S","Woodards",2017-01-07,5.3,"3070",1,1,366,130,1920,-37.78103,144.998,"Northern Metropolitan",11364,82,"22,914","Darebin",1,2017
"4136","Other",4,1100000,"S","Fletchers",2017-01-07,15.4,"3131",2,3,596,136,1975,-37.80827,145.18099,"Eastern Metropolitan",4973,63,"10,925","Whitehorse",1,2017
"4137","Other",3,926000,"S","Fletchers",2017-01-07,15.4,"3131",1,0,738,130,1954,-37.81376,145.17641,"Eastern Metropolitan",4973,63,"10,925","Whitehorse",1,2017
"4138","Other",6,1900000,"PI","Ray",2017-01-07,12.3,"3166",4,3,1063,285.5,1965,-37.909,145.12059,"Southern Metropolitan",2547,62,"5,972","Monash",1,2017
"4139","Other",5,1525000,"S","Ray",2017-01-07,12.3,"3166",3,6,774,260,1965,-37.90119,145.1068,"Southern Metropolitan",2547,62,"5,972","Monash",1,2017
"4140","Parkdale",3,820000,"S","Thomson",2017-01-07,21.5,"3195",2,2,445,130,1997,-37.99652,145.08523,"South-Eastern Metropolitan",5087,70,"11,152","Kingston",1,2017
"4141","Pascoe Vale",3,8e+05,"SP","Barry",2017-01-07,8.5,"3044",1,2,287,130,1960,-37.72392,144.94951,"Northern Metropolitan",7485,59,"14,871","Moreland",1,2017
"4142","Pascoe Vale",3,870000,"PI","Ray",2017-01-07,8.5,"3044",1,2,654,130,1960,-37.72796,144.93885,"Northern Metropolitan",7485,59,"14,871","Moreland",1,2017
"4143","Pascoe Vale",4,780000,"VB","Brad",2017-01-07,8.5,"3044",2,3,555,128,1950,-37.71561,144.94336,"Northern Metropolitan",7485,59,"14,871","Moreland",1,2017
"4144","Pascoe Vale",5,1501000,"S","Jellis",2017-01-07,8.5,"3044",3,3,681,263,1960,-37.72565,144.94954,"Northern Metropolitan",7485,59,"14,871","Moreland",1,2017
"4145","Pascoe Vale",3,1663000,"S","Nelson",2017-01-07,8.5,"3044",1,2,956,130,1960,-37.73103,144.93963,"Northern Metropolitan",7485,59,"14,871","Moreland",1,2017
"4146","Other",5,660000,"S","Other",2017-01-07,14.7,"3030",2,2,571,227.6,2011,-37.89467,144.72018,"Western Metropolitan",15542,44,"32,431","Wyndham",1,2017
"4147","Port Melbourne",3,1665000,"S","Greg",2017-01-07,3.5,"3207",3,2,121,130,1905,-37.83591,144.93648,"Southern Metropolitan",8648,84,"14,520","Port Phillip",1,2017
"4148","Port Melbourne",4,2450000,"VB","Other",2017-01-07,3.5,"3207",3,2,210,210,2010,-37.83933,144.93771,"Southern Metropolitan",8648,84,"14,520","Port Phillip",1,2017
"4149","Reservoir",3,825000,"S","RW",2017-01-07,12,"3073",2,5,537,130,1960,-37.70047,145.02881,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"4150","Reservoir",4,9e+05,"SP","Stockdale",2017-01-07,12,"3073",1,2,836,190,1960,-37.70343,145.03082,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"4151","Reservoir",4,902000,"S","Barry",2017-01-07,12,"3073",2,3,700,190,1960,-37.71073,145.01775,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"4152","Reservoir",2,560000,"S","Barry",2017-01-07,12,"3073",1,1,198,96,1960,-37.72874,145.02988,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"4153","Reservoir",3,840000,"SP","RW",2017-01-07,12,"3073",1,4,614,120,1960,-37.71562,145.02175,"Northern Metropolitan",21650,60,"47,517","Darebin",1,2017
"4154","Richmond",2,1442000,"S","Biggin",2017-01-07,2.4,"3121",2,1,163,96,1900,-37.82259,144.99077,"Northern Metropolitan",14949,90,"23,838","Yarra",1,2017
"4155","Richmond",2,1165000,"S","Biggin",2017-01-07,2.4,"3121",1,1,149,96,1900,-37.81954,145.00304,"Northern Metropolitan",14949,90,"23,838","Yarra",1,2017
"4156","Other",5,870000,"S","Harcourts",2017-01-07,23.5,"Other",2,2,733,217,1986,-37.91894,145.24305,"South-Eastern Metropolitan",11667,47,"34,094","Knox",1,2017
"4157","Seddon",2,850000,"VB","Village",2017-01-07,5.1,"3011",1,1,152,91,1910,-37.80697,144.8928,"Western Metropolitan",2417,80,"4,860","Maribyrnong",1,2017
"4158","Seddon",2,750000,"S","Jas",2017-01-07,5.1,"3011",1,1,104,96,1910,-37.80601,144.89663,"Western Metropolitan",2417,80,"4,860","Maribyrnong",1,2017
"4159","Other",4,640000,"VB","hockingstuart",2017-01-07,34.7,"Other",2,2,631,190,2002,-38.10542,145.19951,"South-Eastern Metropolitan",2756,44,"7,503","Other",1,2017
"4160","South Morang",4,6e+05,"PI","Other",2017-01-07,20.5,"Other",2,2,505,222,2009,-37.61957,145.0948,"Northern Metropolitan",7969,31,"20,812","Whittlesea",1,2017
"4161","South Yarra",2,1160000,"S","Jellis",2017-01-07,2.7,"3141",1,0,140,96,1900,-37.84369,144.98914,"Southern Metropolitan",14887,92,"19,186","Stonnington",1,2017
"4162","Other",3,752500,"S","Other",2017-01-07,20.8,"Other",1,2,623,99,1950,-37.94106,145.16193,"South-Eastern Metropolitan",7412,66,"19,818","Other",1,2017
"4163","St Albans",3,610000,"PI","YPA",2017-01-07,14,"3021",1,2,563,171,1989,-37.7627,144.81107,"Western Metropolitan",14042,52,"35,046","Brimbank",1,2017
"4164","St Albans",3,565000,"S","Bells",2017-01-07,14,"3021",1,2,614,110,1975,-37.73074,144.78925,"Western Metropolitan",14042,52,"35,046","Brimbank",1,2017
"4165","Strathmore",2,646000,"S","Nelson",2017-01-07,8.2,"3041",1,1,184,96,1990,-37.7404,144.90835,"Western Metropolitan",3284,69,"8,101","Moonee Valley",1,2017
"4166","Sunshine North",3,780000,"SA","Other",2017-01-07,10.5,"3020",1,2,690,130,1960,-37.77176,144.84062,"Western Metropolitan",4217,56,"10,659","Brimbank",1,2017
"4167","Sunshine West",4,765000,"S","Douglas",2017-01-07,10.5,"3020",2,2,690,190,1970,-37.7875,144.80984,"Western Metropolitan",6763,49,"16,759","Brimbank",1,2017
"4168","Surrey Hills",3,2100000,"VB","Jellis",2017-01-07,10.2,"3127",1,9,841,124,1960,-37.83729,145.10929,"Southern Metropolitan",5457,66,"13,143","Whitehorse",1,2017
"4169","Surrey Hills",3,1385000,"S","Fletchers",2017-01-07,10.2,"3127",2,1,385,130,1993,-37.82886,145.10093,"Southern Metropolitan",5457,66,"13,143","Whitehorse",1,2017
"4170","Other",3,451500,"S","Other",2017-01-07,18.4,"3029",1,1,346,130,2009,-37.84123,144.69649,"Western Metropolitan",10160,18,"21,429","Wyndham",1,2017
"4171","Other",3,526000,"S","Purplebricks",2017-01-07,18.4,"3029",2,2,407,146,2010,-37.83867,144.7034,"Western Metropolitan",10160,18,"21,429","Wyndham",1,2017
"4172","Other",4,605500,"S","YPA",2017-01-07,18,"3037",2,2,724,193,2002,-37.71071,144.74962,"Western Metropolitan",4242,39,"11,804","Other",1,2017
"4173","Taylors Lakes",3,427500,"S","Ray",2017-01-07,15.5,"3038",2,2,189,130,1990,-37.70308,144.79954,"Western Metropolitan",5336,49,"16,094","Brimbank",1,2017
"4174","Other",3,551200,"SP","Other",2017-01-07,27,"Other",1,2,1007,130,1960,-37.86387,145.31762,"Eastern Metropolitan",1690,44,"4,238","Knox",1,2017
"4175","Thornbury",4,2070000,"SP","Jellis",2017-01-07,7,"3071",3,2,530,251,2016,-37.76281,145.01986,"Northern Metropolitan",8870,77,"17,473","Darebin",1,2017
"4176","Toorak",6,2800000,"S","Marshall",2017-01-07,4.1,"3142",2,2,581,285.5,1950,-37.83195,145.01215,"Southern Metropolitan",7217,74,"12,832","Stonnington",1,2017
"4177","Other",4,821000,"S","Other",2017-01-07,12.9,"3043",1,6,763,190,1978,-37.69048,144.87312,"Western Metropolitan",3296,68,"6,280","Hume",1,2017
"4178","Other",3,5e+05,"SP","Other",2017-01-07,12.9,"3043",1,1,268,130,1978,-37.70367,144.88081,"Western Metropolitan",3296,68,"6,280","Hume",1,2017
"4179","Viewbank",4,1115000,"S","Miles",2017-01-07,8.9,"3084",2,2,592,190,1972,-37.73789,145.08952,"Eastern Metropolitan",2698,39,"6,741","Banyule",1,2017
"4180","Viewbank",3,905000,"SP","Miles",2017-01-07,8.9,"3084",2,2,331,166,2001,-37.73298,145.08894,"Eastern Metropolitan",2698,39,"6,741","Banyule",1,2017
"4181","Other",2,450000,"PI","Other",2017-01-07,14.7,"3152",2,2,74,96,1980,-37.84646,145.22591,"Eastern Metropolitan",5424,63,"13,766","Knox",1,2017
"4182","Wantirna South",3,1015000,"SP","Ray",2017-01-07,14.7,"3152",2,2,550,130,1988,-37.88695,145.21891,"Eastern Metropolitan",7082,57,"17,511","Knox",1,2017
"4183","Werribee",4,645000,"S","YPA",2017-01-07,14.7,"3030",2,2,702,190,1984,-37.8967,144.65264,"Western Metropolitan",16166,40,"37,777","Wyndham",1,2017
